# https://coastal.er.usgs.gov/data-release/doi-F78W3C7W/
Location,Sub_location,Site_name,Data_source,Latitude,Longitude,Year,Taxon,Percent_cover
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2015,Colpophyllia_natans,0.58
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,1999,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2000,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2001,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2002,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2003,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2004,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2005,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2006,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2007,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2008,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2009,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2010,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2011,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2012,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2013,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2014,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2015,Dendrogyra_cylindrus,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,1999,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2000,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2001,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2002,Dichocoenia_stokesii,0.04
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2003,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2004,Dichocoenia_stokesii,0.04
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2005,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2006,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2007,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2008,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2009,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2010,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2011,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2012,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2013,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2014,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2015,Dichocoenia_stokesii,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,1999,Diploria_labyrinthiformis,0.68
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2000,Diploria_labyrinthiformis,0.04
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2001,Diploria_labyrinthiformis,0.1
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2002,Diploria_labyrinthiformis,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2003,Diploria_labyrinthiformis,0.03
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2004,Diploria_labyrinthiformis,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2005,Diploria_labyrinthiformis,0.11
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2006,Diploria_labyrinthiformis,0.13
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2007,Diploria_labyrinthiformis,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2008,Diploria_labyrinthiformis,0.09
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2009,Diploria_labyrinthiformis,0.13
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2010,Diploria_labyrinthiformis,0.1
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2011,Diploria_labyrinthiformis,0.1
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2012,Diploria_labyrinthiformis,0.1
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2013,Diploria_labyrinthiformis,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2014,Diploria_labyrinthiformis,0.13
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2015,Diploria_labyrinthiformis,0.03
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,1999,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2000,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2001,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2002,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2003,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2004,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2005,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2006,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2007,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2008,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2009,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2010,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2011,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2012,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2013,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2014,Eusmilia_fastigiata,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2015,Eusmilia_fastigiata,0
